REG. NO.;CODE;NAME;REGION;DISTRICT;WARD;OWNERSHIP;LATITUDE;LONGITUDE;PASS_RATE;AVG_MARK;CHANGE_PREVIOUS_YEAR;RANK;YEAR_OF_RESULT
EM.11087;PS0102-092;ST. ANDREW'S SCHOOL;ARUSHA;ARUSHA CC;OLOIRIEN;NON GOVERNMENT;-3.3930458;36.7252308;;;;;
EM.10893;PS0102-093;ST.THOMAS;ARUSHA;ARUSHA CC;MOSHONO;NON GOVERNMENT;-3.3771112;36.7376696;;;;;
EM.2532;PS0102-094;TERRAT;ARUSHA;ARUSHA CC;MURIET;GOVERNMENT;-3.4557769;36.6526513;;;;;
EM.14320;PS0102-095;UHURU PEAK;ARUSHA;ARUSHA CC;BARAA;NON GOVERNMENT;-3.3702688;36.7375;;;;;
EM.13515;PS0102-096;WEMA;ARUSHA;ARUSHA CC;MOSHONO;GOVERNMENT;-3.3869135;36.7273423;;;;;
EM.14970;PS0102-097;CAMP JOSHUA;ARUSHA;ARUSHA CC;SINONI;NON GOVERNMENT;-3.4052699;36.6662027;;;;;
EM.14977;PS0102-098;SOJEMA;ARUSHA;ARUSHA CC;MURIET;NON GOVERNMENT;-3.4147452;36.6687531;;;;;
EM.14317;PS0102-099;MECSONS;ARUSHA;ARUSHA CC;OLASITI;NON GOVERNMENT;-3.4000345;36.6472669;;;;;
EM.14574;PS0102-100;ST.JUDE;ARUSHA;ARUSHA CC;MOIVARO;NON GOVERNMENT;-3.3920172;36.7400327;;;;;
EM.14973;PS0102-101;INTEGRITY;ARUSHA;ARUSHA CC;DARAJA II;NON GOVERNMENT;-3.4443374;36.7090329;;;;;
EM.14570;PS0102-102;BIBLE BAPTIST;ARUSHA;ARUSHA CC;OLOIRIEN;NON GOVERNMENT;-3.3883282;36.710052;;;;;
EM.15198;PS0102-103;INTEL SCHOOLS;ARUSHA;ARUSHA CC;TERRAT;NON GOVERNMENT;-3.4575255;36.70095;;;;;
EM.14976;PS0102-104;ROYAL;ARUSHA;ARUSHA CC;SINONI;NON GOVERNMENT;-3.3940732;36.6843222;;;;;
EM.14972;PS0102-105;GHATI MEMORIAL;ARUSHA;ARUSHA CC;SINONI;NON GOVERNMENT;-3.4076327;36.6829956;;;;;
EM.15197;PS0102-106;GOOD HOPE;ARUSHA;ARUSHA CC;SOMBETINI;NON GOVERNMENT;-3.3999933;36.6678908;;;;;
EM.14974;PS0102-107;MACHWA;ARUSHA;ARUSHA CC;MURIET;NON GOVERNMENT;-3.3500211;36.6263413;;;;;
EM.14571;PS0102-108;MAWENI;ARUSHA;ARUSHA CC;TERRAT;GOVERNMENT;-3.5105042;36.7146219;;;;;
EM.16683;PS0102-109;PEACE;ARUSHA;ARUSHA CC;ENGUTOTO;NON GOVERNMENT;-3.3310877;36.6120352;;;;;
EM.14756;PS0102-110;ST. GEMMA GALGAN;ARUSHA;ARUSHA CC;OLMOTI;NON GOVERNMENT;-3.3700612;36.6025201;;;;;
EM.14573;PS0102-111;ST. MONICA;ARUSHA;ARUSHA CC;MOSHONO;NON GOVERNMENT;-3.4027233;36.742145;;;;;
EM.14575;PS0102-112;UPENDO FRIENDS;ARUSHA;ARUSHA CC;OLMOTI;NON GOVERNMENT;-3.3720349;36.5989967;;;;;
EM.14969;PS0102-113;BARBRA SCHOOL;ARUSHA;ARUSHA CC;SOKON I;NON GOVERNMENT;-3.3995088;36.6700833;;;;;
EM.14971;PS0102-115;CHETI;ARUSHA;ARUSHA CC;MURIET;NON GOVERNMENT;-3.4724237;36.6684748;;;;;
EM.15195;PS0102-116;DOMINION;ARUSHA;ARUSHA CC;SOKON I;NON GOVERNMENT;-3.4190654;36.6615265;;;;;
EM.15403;PS0102-119;GOLGOTHA;ARUSHA;ARUSHA CC;SOKON I;NON GOVERNMENT;-3.4064473;36.6675744;;;;;
EM.15923;PS0102-120;HEALSUN;ARUSHA;ARUSHA CC;MURIET;NON GOVERNMENT;-3.4557768;36.6526512;;;;;
EM.15924;PS0102-121;JOSHUA;ARUSHA;ARUSHA CC;MOSHONO;NON GOVERNMENT;-3.45472;36.7109652;;;;;
EM.4588;PS0103-001;AYALABE;ARUSHA;KARATU;GANAKO;GOVERNMENT;-3.317702;35.690452;;;;;
EM.8428;PS0103-002;BARAKTA;ARUSHA;KARATU;KANSAY;GOVERNMENT;-3.6742049;35.5685333;;;;;
EM.2601;PS0103-003;BASHAY;ARUSHA;KARATU;QURUS;GOVERNMENT;-3.3610566;35.6340316;;;;;
EM.2859;PS0103-004;BASSODAWISH;ARUSHA;KARATU;ENDAMARARIEK;GOVERNMENT;-3.336993;35.6010707;;;;;
EM.994;PS0103-005;BUGER;ARUSHA;KARATU;BUGER;GOVERNMENT;-3.2796456;35.5862338;;;;;
EM.8429;PS0103-006;BWAWANI;ARUSHA;KARATU;KARATU;GOVERNMENT;-3.2035196;35.4030078;;;;;
EM.5793;PS0103-007;CHANGARAWE;ARUSHA;KARATU;DAA;GOVERNMENT;-3.3850433;35.5777433;;;;;
EM.9334;PS0103-008;CHEMCHEM;ARUSHA;KARATU;RHOTIA;GOVERNMENT;-3.3887733;35.7650433;;;;;
EM.7609;PS0103-009;DUMBECHAND;ARUSHA;KARATU;BARAY;GOVERNMENT;-3.5863883;35.314565;;;;;
EM.658;PS0103-010;ENDABASH;ARUSHA;KARATU;ENDABASH;GOVERNMENT;-3.586628;35.603035;;;;;
EM.1771;PS0103-011;ENDALLAH;ARUSHA;KARATU;ENDAMARARIEK;GOVERNMENT;-3.4599077;35.7383688;;;;;
EM.3410;PS0103-012;ENDAMAGHANG;ARUSHA;KARATU;ENDAMAGHANG;GOVERNMENT;-3.566362;35.656362;;;;;
EM.1175;PS0103-013;ENDAMARARIEK;ARUSHA;KARATU;ENDAMARARIEK;GOVERNMENT;-3.5014567;35.6707933;;;;;
EM.6952;PS0103-014;ENDONYAWET;ARUSHA;KARATU;BUGER;GOVERNMENT;-3.387446;35.758772;;;;;
EM.3024;PS0103-015;ENDASHANGWET;ARUSHA;KARATU;DAA;GOVERNMENT;-3.3544275;35.6057739;;;;;
EM.3411;PS0103-016;GYEKRUM LAMBO;ARUSHA;KARATU;QURUS;GOVERNMENT;-3.3862616;35. 7049253;;;;;
EM.8430;PS0103-017;GENDAA;ARUSHA;KARATU;QURUS;GOVERNMENT;-3.397935;35.6898116;;;;;
EM.6953;PS0103-018;GETAMOCK;ARUSHA;KARATU;ENDAMARARIEK;GOVERNMENT;-3.5193351;35.7113572;;;;;
EM.4589;PS0103-019;GONGALI;ARUSHA;KARATU;QURUS;GOVERNMENT;-3.43207163;35.6713463;;;;;
EM.3412;PS0103-020;GYETIGHI;ARUSHA;KARATU;OLDEANI;GOVERNMENT;-3.1940445;35.3350964;;;;;
EM.5794;PS0103-021;KAINAM RHOTIA;ARUSHA;KARATU;RHOTIA;GOVERNMENT;-3.3552296;35.726875;;;;;
EM.8202;PS0103-022;KAMBI YA FARU;ARUSHA;KARATU;KANSAY;GOVERNMENT;-3.6223766;35.6133899;;;;;
EM.2102;PS0103-023;KAMBI YA NYOKA;ARUSHA;KARATU;GANAKO;GOVERNMENT;-3.2410232;35.4898487;;;;;
EM.807;PS0103-024;KANSAY;ARUSHA;KARATU;KANSAY;GOVERNMENT;-3.6697136;35.5949753;;;;;
EM.737;PS0103-025;KARATU;ARUSHA;KARATU;KARATU;GOVERNMENT;-3.2052234;35.4140872;;;;;
EM.2451;PS0103-026;KILIMAMOJA;ARUSHA;KARATU;RHOTIA;GOVERNMENT;-3.3696785;35.8072205;;;;;
EM.5795;PS0103-027;KILIMATEMBO;ARUSHA;KARATU;RHOTIA;GOVERNMENT;-3.31137184;35.7605735;;;;;
EM.2533;PS0103-028;KITETE KCU;ARUSHA;KARATU;MBULUMBULU;GOVERNMENT;-3.221795;35.896697;;;;;
EM.1458;PS0103-029;KITETE WS;ARUSHA;KARATU;MBULUMBULU;GOVERNMENT;-3.2470652;35.8330285;;;;;
EM.7610;PS0103-030;LAGHANGARER;ARUSHA;KARATU;MANG’OLA;GOVERNMENT;-3.5416766;35.3121166;;;;;
EM.7611;PS0103-031;LAJA;ARUSHA;KARATU;KANSAY;GOVERNMENT;-3.6381757;35.5615466;;;;;
EM.4590;PS0103-032;LOSITETE;ARUSHA;KARATU;MBULUMBULU;GOVERNMENT;-3.184095;35.9055433;;;;;
EM.1565;PS0103-033;MANGOLA CHINI;ARUSHA;KARATU;MANG’OLA;GOVERNMENT;-3.5275966;35.3329883;;;;;
EM.2103;PS0103-034;MANG'OLA JUU;ARUSHA;KARATU;DAA;GOVERNMENT;-3.3478801;35.6705611;;;;;
EM.5796;PS0103-035;MANG'OLA NT;ARUSHA;KARATU;BARAY;GOVERNMENT;-3.55215;35.3398983;;;;;
EM.995;PS0103-036;MBULUMBULU;ARUSHA;KARATU;MBULUMBULU;GOVERNMENT;-3.269838;35.794488;;;;;
EM.996;PS0103-037;OLDEANI;ARUSHA;KARATU;OLDEANI;GOVERNMENT;-3.3534883;35.5583933;;;;;
EM.7612;PS0103-038;QANGDEND;ARUSHA;KARATU;BARAY;GOVERNMENT;-3.5026867;35.3943983;;;;;
EM.8055;PS0103-039;QARU;ARUSHA;KARATU;ENDABASH;GOVERNMENT;-3.5204199;35.6199713;;;;;
EM.10553;PS0103-040;QURUS;ARUSHA;KARATU;QURUS;GOVERNMENT;-3.435155;35.6095633;;;;;
EM.2345;PS0103-041;RHOTIA;ARUSHA;KARATU;RHOTIA;GOVERNMENT;-3.3084634;35.732386;;;;;
EM.3025;PS0103-042;SUMAWE;ARUSHA;KARATU;GANAKO;GOVERNMENT;-3.329641;35.663039;;;;;
EM.7614;PS0103-043;TLOMA;ARUSHA;KARATU;GANAKO;GOVERNMENT;-3.3319405;35.6772757;;;;;
EM.7613;PS0103-044;SLAHHAMO;ARUSHA;KARATU;MBULUMBULU;GOVERNMENT;-3.230485;35.84233;;;;;
EM.8823;PS0103-045;MIDABINI;ARUSHA;KARATU;DAA;GOVERNMENT;-3.4534516;35.5119099;;;;;
EM.8752;PS0103-046;NJIA PANDA;ARUSHA;KARATU;QURUS;GOVERNMENT;-3.3674966;35.6086116;;;;;
EM.9050;PS0103-047;KIBAONI;ARUSHA;KARATU;RHOTIA;GOVERNMENT;-3.369537;35.797881;;;;;
EM.9232;PS0103-048;MAKHOROMBA;ARUSHA;KARATU;DAA;GOVERNMENT;-3.382612;35.436621;;;;;
EM.9335;PS0103-049;MENDAY;ARUSHA;KARATU;QURUS;GOVERNMENT;-3.3906149;35.6173666;;;;;
EM.9582;PS0103-050;QARU LAMBO;ARUSHA;KARATU;ENDABASH;GOVERNMENT;-3.5322416;35.6509016;;;;;
EM.9580;PS0103-051;EYASI;ARUSHA;KARATU;MANG’OLA;GOVERNMENT;-3.5056132;35.3850609;;;;;
EM.10032;PS0103-052;MASSABEDA;ARUSHA;KARATU;ENDAMARARIEK;GOVERNMENT;-3.3583888;35.6237304;;;;;
EM.9581;PS0103-053;KAMBI YA SIMBA;ARUSHA;KARATU;MBULUMBULU;GOVERNMENT;-3.2824133;35.8135916;;;;;
EM.10029;PS0103-054;AYALALIYO;ARUSHA;KARATU;BUGER;GOVERNMENT;-3.657525;35.6475333;;;;;
EM.10030;PS0103-055;BARAY KHUSUMAY;ARUSHA;KARATU;ENDAMARARIEK;GOVERNMENT;-3.3605848;35.6019046;;;;;
EM.10031;PS0103-056;MARERA;ARUSHA;KARATU;RHOTIA;GOVERNMENT;-3.3058476;35.7154078;;;;;
EM.10269;PS0103-057;MEALI;ARUSHA;KARATU;OLDEANI;GOVERNMENT;-3.3745017;35.663096;;;;;
EM.10268;PS0103-058;DIRANGW;ARUSHA;KARATU;MBULUMBULU;GOVERNMENT;-3.3673688;35.8576511;;;;;
EM.10413;PS0103-059;ENDABASH MANGISA;ARUSHA;KARATU;ENDABASH;GOVERNMENT;-3.560229;35.628563;;;;;
EM.10414;PS0103-060;MAGESHO;ARUSHA;KARATU;QURUS;GOVERNMENT;-3.4274266;35.6456866;;;;;
EM.10554;PS0103-061;SHANGIT;ARUSHA;KARATU;ENDAMARARIEK;GOVERNMENT;-3.4542487;35.6924584;;;;;
EM.10415;PS0103-062;QARU SARAMAY;ARUSHA;KARATU;ENDABASH;GOVERNMENT;-3.5216133;35.6009966;;;;;
EM.10412;PS0103-063;ENDABASH LAJA;ARUSHA;KARATU;ENDABASH;GOVERNMENT;-3.5718799;35.611722;;;;;
EM.10552;PS0103-064;MIKOCHENI;ARUSHA;KARATU;ENDAMAGHANG;GOVERNMENT;-3.5663621;35.656362;;;;;
EM.13516;PS0103-065;ENDORO;ARUSHA;KARATU;KARATU;GOVERNMENT;-3.3355454;35.4039434;;;;;
EM.10717;PS0103-066;GIDBASSO;ARUSHA;KARATU;ENDAMARARIEK;GOVERNMENT;-3.5016491;35.6462815;;;;;
EM.10718;PS0103-067;GILALA;ARUSHA;KARATU;RHOTIA;GOVERNMENT;-3.2876566;35.7634466;;;;;
EM.10719;PS0103-068;MANGOLA BARAZANI;ARUSHA;KARATU;MANG’OLA;GOVERNMENT;-3.5152533;35.3427016;;;;;
EM.10720;PS0103-069;MATALA;ARUSHA;KARATU;BARAY;GOVERNMENT;-3.876445;35.751295;;;;;
EM.10721;PS0103-070;MBUGANYEKUNDU;ARUSHA;KARATU;BARAY;GOVERNMENT;-3.5364116;35.3770483;;;;;
EM.10722;PS0103-071;UMBANGW;ARUSHA;KARATU;KANSAY;GOVERNMENT;-3.6268849;35.5338183;;;;;
EM.11570;PS0103-072;GYEKRUM ARUSHA;ARUSHA;KARATU;KARATU;GOVERNMENT;-3.2110512;35.4035238;;;;;
EM.11089;PS0103-073;KINIHHE;ARUSHA;KARATU;QURUS;GOVERNMENT;-3.3592821;35.6597991;;;;;
EM.12387;PS0103-074;AKKO;ARUSHA;KARATU;RHOTIA;GOVERNMENT;-3.3227916;35.7329516;;;;;
EM.12392;PS0103-075;HAREABI;ARUSHA;KARATU;RHOTIA;GOVERNMENT;-3.3416991;35.743095;;;;;
EM.12395;PS0103-076;UMOJA;ARUSHA;KARATU;RHOTIA;GOVERNMENT;-3.3061424;35.7324942;;;;;
EM.12393;PS0103-077;MAHHAHA;ARUSHA;KARATU;ENDAMARARIEK;GOVERNMENT;-3.5109949;35.7085353;;;;;
EM.11088;PS0103-078;HAYDESH;ARUSHA;KARATU;BARAY;GOVERNMENT;-3.4745417;35.4669533;;;;;
EM.12394;PS0103-079;SHAURI AWAKI;ARUSHA;KARATU;ENDAMARARIEK;GOVERNMENT;-3.5109949;35.7085353;;;;;
EM.12391;PS0103-080;HARAA;ARUSHA;KARATU;KANSAY;GOVERNMENT;-3.6602497;35.5766187;;;;;
EM.12389;PS0103-081;ENDAGESH;ARUSHA;KARATU;KANSAY;GOVERNMENT;-3.64922816;35.5859583;;;;;
EM.17276;PS0103-082;SABASABA;ARUSHA;KARATU;MBULUMBULU;GOVERNMENT;-3.2760353;35.8664326;;;;;
EM.12388;PS0103-083;BONDE LA FARU;ARUSHA;KARATU;MBULUMBULU;GOVERNMENT;-3.222795;35.876697;;;;;
EM.12390;PS0103-084;GAMDI;ARUSHA;KARATU;BUGER;GOVERNMENT;-3.6568883;35.647533;;;;;
EM.14576;PS0103-086;ANTSA;ARUSHA;KARATU;MANG’OLA;GOVERNMENT;-3.5227733;35.34457;;;;;
EM.13040;PS0103-087;DUUMA;ARUSHA;KARATU;ENDAMARARIEK;GOVERNMENT;-3.5194717;35.6608983;;;;;
EM.14578;PS0103-088;ENDESH;ARUSHA;KARATU;BARAY;GOVERNMENT;-3.7911399;34.9385966;;;;;
EM.14582;PS0103-089;NJORO;ARUSHA;KARATU;BARAY;GOVERNMENT;-3.8880749;35.81073;;;;;
EM.13517;PS0103-090;TUMAINI JUNIOR;ARUSHA;KARATU;KARATU;NON GOVERNMENT;-3.209457;35.4017204;;;;;
EM.14579;PS0103-091;HAYMU;ARUSHA;KARATU;GANAKO;GOVERNMENT;-3.3226262;35.7106732;;;;;
EM.13891;PS0103-092;JUHUDI;ARUSHA;KARATU;RHOTIA;GOVERNMENT;-3.368767;35.734148;;;;;
EM.13890;PS0103-093;GEER;ARUSHA;KARATU;KANSAY;GOVERNMENT;-3.6319733;35.6047266;;;;;
EM.14581;PS0103-094;MARMO;ARUSHA;KARATU;MBULUMBULU;GOVERNMENT;-3.250015;35.838909;;;;;
EM.13892;PS0103-095;MCHANGANI;ARUSHA;KARATU;ENDAMARARIEK;GOVERNMENT;-3.3583888;35.6237304;;;;;
EM.13893;PS0103-096;MOHEDAGEW;ARUSHA;KARATU;BARAY;GOVERNMENT;-3.7611833;35.0093833;;;;;
EM.14757;PS0103-097;COSTIGAN;ARUSHA;KARATU;KARATU;NON GOVERNMENT;-3.3417758;35.6780716;;;;;
EM.14978;PS0103-099;ASKOFU HHANDO;ARUSHA;KARATU;GANAKO;GOVERNMENT;-3.3257732;35.7061744;;;;;
EM.14577;PS0103-100;ASLIN;ARUSHA;KARATU;RHOTIA;GOVERNMENT;-3.3160236;35.7828123;;;;;
EM.14580;PS0103-101;MARAR;ARUSHA;KARATU;RHOTIA;GOVERNMENT;-3.3506083;35.7877456;;;;;
EM.15200;PS0103-102;MURUS;ARUSHA;KARATU;BARAY;GOVERNMENT;-3.6445576;35.5733378;;;;;
EM.17001;PS0103-106;YAMAWEEGA;ARUSHA;KARATU;BARAY;NON GOVERNMENT;-3.8646933;34.8868567;;;;;
EM.7615;PS0104-001;ELANG'ATADAPASH;ARUSHA;LONGIDO;ELANG’ATADAPASH;GOVERNMENT;-2.9333333;36.2333333;;;;;
EM.9133;PS0104-002;ELERAI;ARUSHA;LONGIDO;OLMOLOG;GOVERNMENT;-2.9166666;37.0666666;;;;;
EM.3413;PS0104-003;ENGARENAIBOR;ARUSHA;LONGIDO;ENGARENAIBOR;GOVERNMENT;-2.5166666;36.4833333;;;;;
EM.7616;PS0104-004;ENGIKARET;ARUSHA;LONGIDO;ENGIKARET;GOVERNMENT;-3.0333333;36.633333;;;;;
EM.6954;PS0104-005;GELAIBOMBA;ARUSHA;LONGIDO;GELAI MEIRUGOI;GOVERNMENT;-2.7166666;36.1;;;;;
EM.6955;PS0104-006;GELAILUMBWA;ARUSHA;LONGIDO;GELAI LUMBWA;GOVERNMENT;-2.6;36.1833333;;;;;
EM.7617;PS0104-007;ILORIENITO;ARUSHA;LONGIDO;ILORIENITO;GOVERNMENT;-2.8666666;36.1833333;;;;;
EM.4037;PS0104-008;KAMWANGA;ARUSHA;LONGIDO;KAMWANGA;GOVERNMENT;-2.8666666;37.3521317;;;;;
EM.3026;PS0104-009;KETUMBEINE;ARUSHA;LONGIDO;KETUMBEINE;GOVERNMENT;-2.8166666;36.3;;;;;
EM.7618;PS0104-010;KIMOKOUWA;ARUSHA;LONGIDO;KIMOKOUWA;GOVERNMENT;-2.6333333;36.7;;;;;
EM.9336;PS0104-011;KISERIAN;ARUSHA;LONGIDO;ENGIKARET;GOVERNMENT;-2.8333333;36.5166666;;;;;
EM.6957;PS0104-012;LERANG'WA;ARUSHA;LONGIDO;OLMOLOG;GOVERNMENT;-2.8333333;37.1833333;;;;;
EM.474;PS0104-013;LONGIDO;ARUSHA;LONGIDO;LONGIDO;GOVERNMENT;-2.6833333;36.7;;;;;
EM.8753;PS0104-014;MATALE;ARUSHA;LONGIDO;MATALE A;GOVERNMENT;-2.4333333;36.4166666;;;;;
EM.8056;PS0104-015;MUNDARARA;ARUSHA;LONGIDO;MUNDARARA;GOVERNMENT;-2.6166666;36.6;;;;;
EM.3745;PS0104-016;NAMANGA;ARUSHA;LONGIDO;NAMANGA;GOVERNMENT;-2.55;36.7833333;;;;;
EM.6958;PS0104-017;NGEREYANI;ARUSHA;LONGIDO;TINGATINGA;GOVERNMENT;-2.9833333;36.8553366;;;;;
EM.3253;PS0104-018;OLMOLOG;ARUSHA;LONGIDO;OLMOLOG;GOVERNMENT;-2.8666666;37.1166666;;;;;
EM.6959;PS0104-019;SINYA;ARUSHA;LONGIDO;SINYA;GOVERNMENT;-2.7833333;36.95;;;;;
EM.3254;PS0104-020;TINGATINGA;ARUSHA;LONGIDO;TINGATINGA;GOVERNMENT;-2.9666666;36.9560616;;;;;
EM.6956;PS0104-021;KITENDENI;ARUSHA;LONGIDO;KAMWANGA;GOVERNMENT;-2.8505683;37.2333333;;;;;
EM.10416;PS0104-022;LOSIRWA;ARUSHA;LONGIDO;ILORIENITO;GOVERNMENT;-2.8333333;36.36;;;;;
EM.10555;PS0104-023;EORENDEKE;ARUSHA;LONGIDO;KIMOKOUWA;GOVERNMENT;-2.55;36.7666666;;;;;
EM.10723;PS0104-024;IRKASWA;ARUSHA;LONGIDO;KAMWANGA;GOVERNMENT;-2.8666666;37.2042217;;;;;
EM.11090;PS0104-025;NOONDOTO;ARUSHA;LONGIDO;NOONDOTO;GOVERNMENT;-2.9833333;36.2833333;;;;;
EM.10724;PS0104-026;OLCHORONYOKIE;ARUSHA;LONGIDO;ELANG’ATADAPASH;GOVERNMENT;-2.9;36.25;;;;;
EM.11572;PS0104-027;NGOSWAK;ARUSHA;LONGIDO;ENGARENAIBOR;GOVERNMENT;-2.5;36.4833333;;;;;
EM.11573;PS0104-028;SINONIK;ARUSHA;LONGIDO;ENGARENAIBOR;GOVERNMENT;-2.5;36.5833333;;;;;
EM.11571;PS0104-029;EMURTOTO;ARUSHA;LONGIDO;MATALE A;GOVERNMENT;-2.35;36.3666666;;;;;
EM.13895;PS0104-030;KITARINI;ARUSHA;LONGIDO;MUNDARARA;GOVERNMENT;-2.6166666;36.45;;;;;
EM.13894;PS0104-031;ABERNATHY;ARUSHA;LONGIDO;LONGIDO;NON GOVERNMENT;-2.7166666;36.7;;;;;
EM.13518;PS0104-032;IRNG'ONG'WEN;ARUSHA;LONGIDO;MATALE A;GOVERNMENT;-2.3833333;36.4833333;;;;;
EM.13896;PS0104-033;MAGADINI;ARUSHA;LONGIDO;GELAI MEIRUGOI;GOVERNMENT;-3.6166666;36;;;;;
EM.13041;PS0104-034;ST.THERESA;ARUSHA;LONGIDO;KIMOKOUWA;NON GOVERNMENT;-2.55;36.7833333;;;;;
EM.15205;PS0104-035;ORBOMBA;ARUSHA;LONGIDO;ORBOMBA;GOVERNMENT;-2.7166666;36.6666666;;;;;
EM.15201;PS0104-036;BUGURUNI;ARUSHA;LONGIDO;NAMANGA;GOVERNMENT;-2.55;36.7833333;;;;;
EM.14758;PS0104-037;MAIROWA INTEGRITY;ARUSHA;LONGIDO;ENGARENAIBOR;NON GOVERNMENT;-2.5333333;36.4833333;;;;;
EM.15203;PS0104-042;LOPOLOSEKI;ARUSHA;LONGIDO;KETUMBEINE;GOVERNMENT;-2.7833333;36.3;;;;;
EM.15204;PS0104-043;MANGULA;ARUSHA;LONGIDO;KETUMBEINE;GOVERNMENT;-2.85;36.3166666;;;;;
EM.1176;PS0105-001;AKERI;ARUSHA;MERU;AKHERI;GOVERNMENT;-3.3461;36.77586;;;;;
EM.11091;PS0105-002;AMANI;ARUSHA;MERU;USARIVER;NON GOVERNMENT;-3.37221;36.84475;;;;;
EM.2104;PS0105-003;AMBURENI;ARUSHA;MERU;AMBURENI;GOVERNMENT;-3.36451;36.75255;;;;;
EM.12396;PS0105-004;CHEMCHEM;ARUSHA;MERU;KIKATITI;GOVERNMENT;-3.38521;36.93892;;;;;
EM.3746;PS0105-005;DOLLY;ARUSHA;MERU;MARORONI;GOVERNMENT;-3.42892;36.87966;;;;;
EM.11092;PS0105-006;EMANUEL;ARUSHA;MERU;NGARENANYUKI;GOVERNMENT;-3.17086;36.9054;;;;;
EM.12397;PS0105-007;ENGATANI;ARUSHA;MERU;MAJENGO;GOVERNMENT;-3.50994;36.99998;;;;;
EM.7619;PS0105-008;ETINGARE;ARUSHA;MERU;MARUVANGO;GOVERNMENT;-3.21742;36.96405;;;;;
EM.11093;PS0105-010;ILKIRIMUNI;ARUSHA;MERU;NGARENANYUKI;GOVERNMENT;-3.17076;36.90542;;;;;
EM.4038;PS0105-011;IMBASENI;ARUSHA;MERU;IMBASENI;GOVERNMENT;-3.34221;36.89029;;;;;
EM.6960;PS0105-012;KANDASHE;ARUSHA;MERU;LEGURUKI;GOVERNMENT;-3.20423;36.93916;;;;;
EM.1459;PS0105-013;KARANGAI;ARUSHA;MERU;KIKWE;GOVERNMENT;-3.47449;36.86588;;;;;
EM.2346;PS0105-014;KIKATITI;ARUSHA;MERU;KIKATITI;GOVERNMENT;-3.40168;36.94381;;;;;
EM.4039;PS0105-015;KIKWE;ARUSHA;MERU;KIKWE;GOVERNMENT;-3.42414;36.82788;;;;;
EM.12399;PS0105-016;KILIMANI;ARUSHA;MERU;USARIVER;GOVERNMENT;-3.36895;36.84644;;;;;
EM.604;PS0105-017;KILINGA;ARUSHA;MERU;SONGORO;GOVERNMENT;-3.31541;36.83574;;;;;
EM.11094;PS0105-018;KIMOSONU;ARUSHA;MERU;UWIRO;GOVERNMENT;-3.12764;36.86704;;;;;
EM.11095;PS0105-019;KIMUNDO;ARUSHA;MERU;NKOARISAMBU;GOVERNMENT;-3.35069;36.78198;;;;;
EM.1940;PS0105-020;KING'ORI;ARUSHA;MERU;KING'ORI;GOVERNMENT;-3.30435;36.98944;;;;;
EM.4592;PS0105-021;KITEFU;ARUSHA;MERU;MAJI YA CHAI;GOVERNMENT;-3.39129;36.90137;;;;;
EM.4591;PS0105-022;KISIMIRI CHINI;ARUSHA;MERU;UWIRO;GOVERNMENT;-3.16683;36.81672;;;;;
EM.8754;PS0105-023;KISIMIRI JUU;ARUSHA;MERU;UWIRO;GOVERNMENT;-3.14948;36.77242;;;;;
EM.4040;PS0105-024;KOLILA;ARUSHA;MERU;MALULA;GOVERNMENT;-3.33539;37.03922;;;;;
EM.4593;PS0105-025;KWA TULELE;ARUSHA;MERU;KING'ORI;GOVERNMENT;-3.27494;36.97886;;;;;
EM.4594;PS0105-026;KWA UGORO;ARUSHA;MERU;MARORONI;GOVERNMENT;-3.46656;36.87661;;;;;
EM.2211;PS0105-027;LEGANGA;ARUSHA;MERU;USARIVER;GOVERNMENT;-3.36987;36.84684;;;;;
EM.1772;PS0105-028;LEGURUKI;ARUSHA;MERU;MARUVANGO;GOVERNMENT;-3.25452;36.94741;;;;;
EM.7620;PS0105-029;LERAI;ARUSHA;MERU;MAJI YA CHAI;GOVERNMENT;-3.34052;36.91476;;;;;
EM.9051;PS0105-030;LOSITETI;ARUSHA;MERU;MAKIBA;GOVERNMENT;-3.47392;36.9523;;;;;
EM.3027;PS0105-031;MAJENGO;ARUSHA;MERU;MAJENGO;GOVERNMENT;-3.48708;37.01328;;;;;
EM.11576;PS0105-032;MAJI YA CHAI;ARUSHA;MERU;MAJI YA CHAI;GOVERNMENT;-3.36177;36.91515;;;;;
EM.11096;PS0105-033;MAKIBA;ARUSHA;MERU;MAKIBA;GOVERNMENT;-3.53357;36.96211;;;;;
EM.1177;PS0105-034;MAKUMIRA;ARUSHA;MERU;POLI;GOVERNMENT;-3.35719;36.82574;;;;;
EM.10417;PS0105-035;MALULA;ARUSHA;MERU;MALULA;GOVERNMENT;-3.37189;37.02258;;;;;
EM.5797;PS0105-036;MANYATA;ARUSHA;MERU;USARIVER;GOVERNMENT;-3.41891;36.84597;;;;;
EM.2756;PS0105-037;MARORONI;ARUSHA;MERU;MARORONI;GOVERNMENT;-3.43609;36.90921;;;;;
EM.3747;PS0105-038;MARUANGO;ARUSHA;MERU;MARUVANGO;GOVERNMENT;-3.24996;36.98722;;;;;
EM.8357;PS0105-039;MAWENI;ARUSHA;MERU;KIKWE;GOVERNMENT;-3.45494;36.85388;;;;;
EM.10725;PS0105-040;MAREU;ARUSHA;MERU;KING'ORI;GOVERNMENT;-3.31654;36.97366;;;;;
